image_name,inference_values
080767.jpg,"(915.708740234375,791.2080688476562,1031.804443359375,1020.2050170898438 , 0.5548112392425537) | (1217.65625,861.1917724609375,1279.48046875,1023.0074462890625 , 0.44570809602737427) | (704.9730834960938,640.7967529296875,837.0044555664062,895.8984375 , 0.41641777753829956) | (713.9130859375,638.5975952148438,835.465087890625,782.2578735351562 , 0.26996201276779175)"
080795.jpg,"(647.2670288085938,405.498779296875,763.1123657226562,615.8946533203125 , 0.6432620286941528)"
080801.jpg,"(268.2435302734375,658.8177490234375,381.460693359375,868.2752685546875 , 0.8504897356033325) | (998.3483276367188,123.50775146484375,1085.269287109375,365.45574951171875 , 0.7568477392196655) | (1149.042236328125,672.322265625,1270.525634765625,935.5244140625 , 0.5649345517158508) | (1192.02099609375,666.6778564453125,1279.326171875,931.5260009765625 , 0.38309618830680847) | (142.77572631835938,418.41455078125,173.13900756835938,515.4334716796875 , 0.3334321975708008)"
080810.jpg,"(1015.858642578125,768.754150390625,1135.353271484375,1023.82275390625 , 0.8788580894470215) | (703.64404296875,641.275146484375,836.519287109375,901.72412109375 , 0.5109108090400696) | (716.5517578125,641.61669921875,835.3499755859375,770.06201171875 , 0.26496684551239014) | (1240.789794921875,879.264404296875,1279.5400390625,1006.7373046875 , 0.25121942162513733)"
080839.jpg,"(468.51904296875,606.8220825195312,570.0103759765625,873.4077758789062 , 0.9050813317298889) | (608.9619750976562,599.932861328125,688.7046508789062,867.179931640625 , 0.8646817803382874) | (749.25390625,524.50390625,894.864013671875,757.1431884765625 , 0.5786576867103577) | (1187.634033203125,633.8887939453125,1279.433837890625,901.4571533203125 , 0.542083740234375)"
080869.jpg,"(390.4468994140625,857.5560302734375,503.98529052734375,1023.4466552734375 , 0.8914542198181152) | (862.6636962890625,598.256103515625,944.68408203125,830.94287109375 , 0.8485179543495178) | (1000.11669921875,716.4791259765625,1133.509765625,998.1307373046875 , 0.8039488196372986)"
080876.jpg,"(703.3933715820312,741.485107421875,788.0160522460938,1012.0859375 , 0.8483821749687195)"
080911.jpg,"(471.1900634765625,605.5977172851562,570.9317626953125,878.8948364257812 , 0.8847689628601074) | (576.0491943359375,602.8724365234375,668.771484375,870.2623291015625 , 0.8812780976295471)"
081019.jpg,"(659.7400512695312,691.57080078125,774.9453735351562,941.9693603515625 , 0.682961642742157) | (591.9393310546875,689.865234375,714.5252685546875,918.758056640625 , 0.4519866406917572) | (592.4179077148438,692.1033935546875,711.3639526367188,827.5284423828125 , 0.3016088902950287)"
081048.jpg,"(1077.690185546875,893.322998046875,1168.45068359375,1023.6102294921875 , 0.88308185338974)"
081099.jpg,"(678.6236572265625,735.7357177734375,788.7828369140625,1014.019775390625 , 0.7501853108406067)"
081188.jpg,"(685.645263671875,560.413818359375,789.279052734375,717.065185546875 , 0.4742492437362671)"
081209.jpg,"(714.3858032226562,629.4304809570312,867.8107299804688,903.6817016601562 , 0.5480371117591858)"
081281.jpg,"(519.567138671875,885.445556640625,627.5849609375,1023.5947265625 , 0.7493845820426941) | (220.25601196289062,875.9814453125,302.8555603027344,1023.597412109375 , 0.7296749949455261) | (1089.655517578125,742.91748046875,1255.521728515625,1023.2152099609375 , 0.6746654510498047) | (673.8759765625,730.47705078125,819.8193359375,1000.197265625 , 0.41919857263565063) | (672.326904296875,617.85009765625,820.3638916015625,1000.9708251953125 , 0.368210107088089)"
081284.jpg,"(1014.616943359375,720.0692138671875,1147.687255859375,936.3419189453125 , 0.8068053722381592)"
081297.jpg,"(649.036865234375,849.9720458984375,767.697509765625,1023.4874267578125 , 0.8454067707061768) | (748.6817626953125,451.78570556640625,826.6824951171875,624.8119506835938 , 0.4508366882801056)"
081315.jpg,"(646.4185791015625,397.70037841796875,748.5887451171875,617.5300903320312 , 0.550605833530426)"
081320.jpg,"(1095.8232421875,687.8947143554688,1232.4287109375,934.3574829101562 , 0.865618109703064)"
081335.jpg,"(1184.1851806640625,727.9805908203125,1278.3653564453125,922.3123779296875 , 0.7028306126594543) | (1002.0745849609375,871.472900390625,1129.6175537109375,1021.9820556640625 , 0.493516743183136)"
081338.jpg,"(454.70745849609375,619.1531372070312,556.5606079101562,881.0372924804688 , 0.8843631148338318) | (549.4964599609375,607.8197021484375,656.239013671875,877.8133544921875 , 0.8184877634048462)"
081443.jpg,"(888.3865966796875,856.4701538085938,994.9327392578125,1023.4541625976562 , 0.8525071144104004) | (1187.126708984375,492.2440185546875,1279.453369140625,738.1956787109375 , 0.5381937623023987)"
090010.jpg,"(206.552490234375,681.7109375,311.6295166015625,934.903076171875 , 0.8895872235298157) | (765.9759521484375,884.028564453125,917.4600830078125,1023.75146484375 , 0.8263832330703735) | (409.9898681640625,792.1451416015625,545.8252563476562,1022.256103515625 , 0.7468730807304382) | (738.75244140625,456.268310546875,811.495849609375,688.0850830078125 , 0.709752082824707) | (1216.509765625,379.78271484375,1279.4462890625,655.1405029296875 , 0.5381044149398804)"
090029.jpg,"(1060.64111328125,937.0009765625,1187.028076171875,1023.335205078125 , 0.28375115990638733)"
090045.jpg,"(0.10955810546875,630.0042724609375,27.524425506591797,807.7371826171875 , 0.3543778657913208) | (0.06933975219726562,631.4015502929688,38.266971588134766,818.2041625976562 , 0.2523466944694519)"
090063.jpg,"(1174.79052734375,333.220947265625,1260.69091796875,583.5767211914062 , 0.7589975595474243) | (711.060546875,513.2802124023438,743.120361328125,586.6024780273438 , 0.48294511437416077) | (740.9375610351562,455.5946350097656,796.1134643554688,681.7691650390625 , 0.4348471164703369)"
090136.jpg,"(1173.2095947265625,400.4349670410156,1252.1907958984375,649.4559326171875 , 0.8312397599220276)"
090195.jpg,"(703.3152465820312,714.7301025390625,799.6838989257812,1006.1165771484375 , 0.7417030334472656) | (658.5955810546875,736.380615234375,733.6053466796875,988.98974609375 , 0.7265943884849548)"
090244.jpg,"(717.4810791015625,820.9356689453125,839.5728759765625,1020.9593505859375 , 0.556088387966156) | (732.25341796875,820.39453125,839.319580078125,970.052490234375 , 0.31006669998168945)"
090335.jpg,"(225.5775146484375,775.8193969726562,381.02142333984375,1023.7379760742188 , 0.834356427192688) | (596.1422119140625,747.982421875,706.1466064453125,895.710693359375 , 0.778295636177063) | (541.7290649414062,826.0006103515625,699.6167602539062,1024.0 , 0.7749095559120178) | (342.91619873046875,727.6925048828125,438.89898681640625,987.0477294921875 , 0.6947751641273499)"
090346.jpg,"(233.05836486816406,777.6171875,380.6051025390625,1023.628173828125 , 0.8894402384757996) | (103.88664245605469,700.1700439453125,207.1121063232422,970.6900634765625 , 0.8107847571372986) | (550.3514404296875,828.0776977539062,686.0367431640625,1023.7117309570312 , 0.7952749729156494) | (616.8948974609375,749.1229248046875,711.54833984375,1004.8631591796875 , 0.6835759878158569)"
090429.jpg,"(1176.133056640625,398.613525390625,1254.38623046875,647.4696044921875 , 0.8137750625610352) | (769.4835205078125,882.47900390625,884.5335693359375,1023.2294921875 , 0.7661060690879822) | (870.6217041015625,915.8966674804688,958.1488037109375,1023.6149291992188 , 0.6686659455299377)"
090439.jpg,"(731.2197265625,822.815673828125,841.000244140625,1022.90576171875 , 0.7637218832969666) | (1070.9288330078125,970.6070556640625,1148.6563720703125,1023.4547119140625 , 0.7334801554679871)"
090496.jpg,"(711.6158447265625,829.73291015625,839.3548583984375,1023.57177734375 , 0.8045929670333862)"
090597.jpg,"(911.317626953125,838.7274169921875,981.744140625,1023.2655029296875 , 0.8614708781242371) | (974.118408203125,848.879638671875,1052.573974609375,1023.6239013671875 , 0.8479599952697754)"
090623.jpg,"(1171.063720703125,373.36614990234375,1272.318115234375,618.8715209960938 , 0.6930022835731506)"
090653.jpg,"(208.52423095703125,694.4525756835938,302.78338623046875,985.1963500976562 , 0.8713374733924866) | (359.19683837890625,686.8382568359375,454.73065185546875,976.5657958984375 , 0.8531473278999329) | (1164.8853759765625,366.3365478515625,1266.1578369140625,624.6802368164062 , 0.7022478580474854) | (1115.768798828125,382.8182373046875,1194.557373046875,614.531005859375 , 0.6050731539726257)"
090773.jpg,"(429.9727783203125,712.2448120117188,520.0550537109375,971.8904418945312 , 0.853731095790863) | (892.331298828125,661.2517700195312,1012.572021484375,903.9431762695312 , 0.8531105518341064) | (498.593017578125,741.4029541015625,575.13037109375,1006.2615966796875 , 0.5575882792472839) | (546.374267578125,782.021484375,628.211669921875,1023.4365234375 , 0.5060229897499084) | (500.63641357421875,760.91796875,627.0493774414062,1020.441162109375 , 0.30167827010154724)"
090779.jpg,"(0.10851478576660156,629.8480834960938,26.973188400268555,806.3045043945312 , 0.3544018566608429)"
090794.jpg,"(315.3845520019531,838.972900390625,410.1842956542969,1023.6842041015625 , 0.8231999278068542) | (158.18502807617188,921.6867065429688,236.93572998046875,1023.3656616210938 , 0.8215506672859192) | (109.70755767822266,927.9900512695312,167.29898071289062,1023.8956909179688 , 0.8077930212020874)"
090798.jpg,"(1059.1385498046875,805.861572265625,1220.7755126953125,1021.04541015625 , 0.7137664556503296)"
090816.jpg,"(340.72259521484375,695.4151611328125,473.98492431640625,925.7164306640625 , 0.8621125817298889) | (147.80169677734375,653.3377685546875,264.2808837890625,886.0693359375 , 0.6519062519073486) | (190.03085327148438,654.7823486328125,262.4532165527344,709.9898681640625 , 0.6495119333267212) | (0.08990097045898438,687.1096801757812,38.942745208740234,840.6376342773438 , 0.3904988765716553)"
090820.jpg,"(1088.61669921875,382.460205078125,1154.876953125,603.435791015625 , 0.7673372626304626) | (1142.976806640625,366.3741455078125,1221.255126953125,607.658203125 , 0.7623903155326843)"
090842.jpg,"(442.009521484375,611.90478515625,545.678955078125,879.755615234375 , 0.845655620098114)"
090911.jpg,"(404.61053466796875,870.2705688476562,542.0724487304688,1023.8086547851562 , 0.8736007809638977) | (318.03631591796875,862.0682373046875,421.5643310546875,1023.4263916015625 , 0.8269852995872498) | (114.19166564941406,699.9991455078125,209.0225067138672,900.802978515625 , 0.7366172671318054) | (122.85131072998047,842.1385498046875,258.04852294921875,1023.2642822265625 , 0.5723682045936584)"
090921.jpg,"(929.3179931640625,461.7414855957031,1018.0147705078125,669.947265625 , 0.8205745220184326)"
090929.jpg,"(1134.2265625,359.6278076171875,1232.66357421875,613.3663940429688 , 0.813929557800293)"
090951.jpg,"(340.73089599609375,693.4861450195312,474.28619384765625,928.6058959960938 , 0.866705060005188) | (187.70724487304688,654.9220581054688,260.0186462402344,710.5811157226562 , 0.6689866185188293) | (146.11639404296875,654.1293334960938,261.2299499511719,886.2913208007812 , 0.5271317958831787)"
091047.jpg,"(952.1490478515625,664.719970703125,1123.0487060546875,868.638671875 , 0.7665886878967285)"
091089.jpg,"(1001.1195068359375,589.6724853515625,1130.3612060546875,834.7264404296875 , 0.6515820622444153)"
091155.jpg,"(231.73898315429688,776.3846435546875,378.4394226074219,1024.0 , 0.8779385685920715) | (114.08003997802734,702.53369140625,221.05563354492188,970.2896728515625 , 0.7768961787223816) | (554.3372802734375,769.930908203125,649.3582763671875,898.268310546875 , 0.6712450981140137) | (534.1044921875,831.072265625,682.059326171875,1023.763916015625 , 0.5756773352622986) | (579.8189697265625,831.831298828125,680.3626708984375,1023.63916015625 , 0.35333842039108276)"
091199.jpg,"(313.1230773925781,721.7860107421875,402.3078308105469,988.9876708984375 , 0.9006668329238892) | (0.15636444091796875,610.466796875,86.0000228881836,889.853271484375 , 0.8706396818161011) | (610.4530029296875,752.5294189453125,743.6802978515625,975.5177001953125 , 0.8240536451339722) | (67.76155090332031,584.2462158203125,167.00404357910156,881.0589599609375 , 0.8153276443481445) | (161.29354858398438,604.0367431640625,260.67236328125,875.3707275390625 , 0.7601884603500366) | (401.3421630859375,750.10791015625,473.9603271484375,1009.84130859375 , 0.7536200881004333) | (947.0614013671875,925.500732421875,1057.031005859375,1023.60791015625 , 0.6586956977844238) | (1047.80859375,981.2883911132812,1123.5546875,1023.6065063476562 , 0.6138955950737) | (749.277587890625,879.3446044921875,860.0670166015625,1022.0450439453125 , 0.4572787284851074)"
100019.jpg,"(1191.884521484375,3.807708740234375,1275.936767578125,217.89816284179688 , 0.8215523362159729) | (33.08945083618164,878.7972412109375,120.1910400390625,1023.2073974609375 , 0.29440680146217346)"
100027.jpg,"(1144.219970703125,86.1983642578125,1199.701904296875,286.90948486328125 , 0.7962469458580017) | (1100.14013671875,77.21310424804688,1151.64453125,270.54827880859375 , 0.6365522742271423)"
100053.jpg,"(651.7593994140625,429.540283203125,722.5006103515625,514.29150390625 , 0.39371970295906067)"
100092.jpg,"(1186.440185546875,108.9599609375,1275.346435546875,284.68896484375 , 0.3625693619251251)"
100156.jpg,"(370.03948974609375,855.5609130859375,509.28704833984375,1023.052490234375 , 0.7208929061889648)"
100171.jpg,"(601.2839965820312,662.27880859375,691.8468627929688,901.125244140625 , 0.5706143379211426)"
100191.jpg,"(531.8723754882812,727.2864990234375,655.4223022460938,938.7410888671875 , 0.639851987361908) | (652.739501953125,430.61712646484375,700.2830810546875,514.3781127929688 , 0.4574509859085083) | (652.4739990234375,429.87335205078125,726.7249755859375,520.4635009765625 , 0.3348279595375061)"
100316.jpg,"(301.1278076171875,719.1373291015625,420.6109619140625,949.1365966796875 , 0.7128690481185913) | (55.01968765258789,494.1392822265625,147.23080444335938,690.448974609375 , 0.6177259087562561)"
100321.jpg,"(651.76025390625,428.2403564453125,704.146240234375,512.1597290039062 , 0.3403829336166382)"
100412.jpg,"(1077.1044921875,147.91146850585938,1146.12548828125,319.09368896484375 , 0.32456937432289124)"
100431.jpg,"(158.71600341796875,528.0870971679688,203.568115234375,674.1720581054688 , 0.7924961447715759)"
100439.jpg,"(1146.8466796875,36.191673278808594,1214.13427734375,235.17013549804688 , 0.6437538266181946) | (651.78955078125,429.09954833984375,701.830810546875,513.9475708007812 , 0.3392314612865448) | (651.6654052734375,430.0240478515625,723.9635009765625,517.3736572265625 , 0.2852633595466614)"
100471.jpg,"(1242.55517578125,32.9500732421875,1279.568359375,203.6707763671875 , 0.7312858700752258)"
100501.jpg,"(653.1964111328125,430.03900146484375,722.8804931640625,515.5217895507812 , 0.4629870653152466) | (653.0316162109375,429.9130859375,703.646484375,512.8828125 , 0.27590593695640564)"
100509.jpg,"(118.47213745117188,417.087890625,204.9029541015625,617.5882568359375 , 0.7440614104270935) | (544.1783447265625,689.4319458007812,658.2996826171875,921.4564819335938 , 0.40394577383995056)"
100515.jpg,"(76.58741760253906,446.4440002441406,174.4151611328125,659.3221435546875 , 0.8409309983253479)"
100522.jpg,"(1245.909423828125,46.43706512451172,1279.431396484375,279.3485107421875 , 0.6239020824432373) | (1077.1678466796875,132.318603515625,1196.1590576171875,298.30718994140625 , 0.27722737193107605)"
100575.jpg,"(652.580810546875,429.7840576171875,719.577880859375,514.4371337890625 , 0.332920640707016)"
100649.jpg,"(652.4443359375,428.188232421875,711.264404296875,512.306884765625 , 0.2922329306602478)"
100663.jpg,"(651.66455078125,428.11602783203125,717.5914306640625,514.3142700195312 , 0.45875588059425354)"
100731.jpg,"(1108.03857421875,115.81802368164062,1198.6015625,346.8785705566406 , 0.8143044710159302) | (113.13907623291016,412.1546630859375,186.89065551757812,632.9837646484375 , 0.5652316808700562)"
100891.jpg,"(87.34465789794922,300.61651611328125,190.903564453125,566.55126953125 , 0.5181695222854614) | (152.90313720703125,457.00390625,191.1380615234375,558.6756591796875 , 0.3689202070236206)"
100943.jpg,"(653.5650634765625,429.59149169921875,722.6685791015625,513.5098876953125 , 0.483062207698822)"
100948.jpg,"(970.0615234375,128.09579467773438,1027.732177734375,307.2112731933594 , 0.6361608505249023)"
100956.jpg,"(652.5740356445312,430.00457763671875,720.6555786132812,516.5007934570312 , 0.3557552099227905) | (652.0589599609375,428.97528076171875,700.7083740234375,512.8132934570312 , 0.2647584080696106)"
100984.jpg,"(270.39935302734375,422.95794677734375,312.12506103515625,566.6570434570312 , 0.5659255981445312) | (652.116943359375,430.13372802734375,703.122802734375,513.9685668945312 , 0.44608181715011597)"
101000.jpg,"(651.4459228515625,427.885498046875,723.3092041015625,515.3221435546875 , 0.4040854871273041)"
101016.jpg,"(652.6984252929688,429.1378173828125,704.4042358398438,513.6105346679688 , 0.3735128939151764)"
101252.jpg,"(653.123779296875,429.8594970703125,720.5830078125,516.8157958984375 , 0.41544264554977417)"
101298.jpg,"(1224.5712890625,42.16900634765625,1279.44287109375,217.02133178710938 , 0.8033782243728638)"
110034.jpg,"(653.1248168945312,474.41455078125,730.4612426757812,669.756103515625 , 0.5762553811073303)"
110049.jpg,"(550.0426025390625,754.7474975585938,625.779296875,962.0973510742188 , 0.760063648223877)"
110128.jpg,"(547.4737548828125,657.30615234375,613.6888427734375,815.172119140625 , 0.3277735710144043)"
110157.jpg,"(650.9464111328125,476.5618591308594,703.1824951171875,642.9058837890625 , 0.7703236937522888) | (697.80029296875,475.8497009277344,758.896484375,643.2884521484375 , 0.75901198387146) | (986.04541015625,448.7982177734375,1042.933349609375,614.4764404296875 , 0.6000555157661438) | (122.21871185302734,776.257568359375,173.64694213867188,948.3310546875 , 0.5705217123031616)"
110168.jpg,"(120.38643646240234,784.9617919921875,182.18051147460938,968.7901611328125 , 0.6305052638053894)"
110178.jpg,"(521.28271484375,921.7353515625,590.813232421875,1023.47021484375 , 0.7559309601783752) | (104.94986724853516,800.1661376953125,156.63442993164062,972.77490234375 , 0.7325624823570251) | (419.07244873046875,770.8006591796875,478.94610595703125,949.9027099609375 , 0.7177695035934448)"
110183.jpg,"(515.7352294921875,822.11669921875,582.7269287109375,1011.627685546875 , 0.8614431023597717) | (510.6005554199219,595.833251953125,561.719482421875,763.873046875 , 0.5500324964523315)"
110185.jpg,"(620.5679931640625,523.75390625,701.8623046875,677.291015625 , 0.8084242939949036) | (212.39865112304688,865.048095703125,276.24212646484375,1023.9549560546875 , 0.4816919267177582) | (149.63720703125,872.2449951171875,214.2030029296875,1024.0 , 0.4632234573364258)"
110188.jpg,"(510.6370849609375,618.67822265625,569.6177978515625,816.6092529296875 , 0.7213826179504395)"
110200.jpg,"(112.93634033203125,769.56103515625,173.07720947265625,956.111572265625 , 0.6513974070549011)"
110201.jpg,"(603.729248046875,594.6764526367188,670.5587158203125,776.4950561523438 , 0.7915525436401367) | (736.6158447265625,596.18505859375,812.8746337890625,782.246337890625 , 0.7800592184066772) | (533.763916015625,600.6488037109375,592.893310546875,769.0167236328125 , 0.528933584690094)"
110216.jpg,"(111.35151672363281,777.6094360351562,173.59544372558594,954.8533325195312 , 0.7311193346977234)"
110237.jpg,"(736.3409423828125,448.64923095703125,789.823974609375,595.0879516601562 , 0.7881183624267578) | (673.730224609375,459.0589599609375,733.756591796875,603.374267578125 , 0.7594161629676819)"
110239.jpg,"(641.5521850585938,498.40032958984375,697.0036010742188,680.0657348632812 , 0.61680668592453) | (687.3223266601562,501.0829162597656,743.1961059570312,671.6011962890625 , 0.5763944387435913)"
110246.jpg,"(120.0223388671875,778.1619873046875,171.39959716796875,955.5970458984375 , 0.8198542594909668)"
110258.jpg,"(151.917724609375,837.6270751953125,236.3475341796875,1023.75439453125 , 0.6360940337181091)"
110259.jpg,"(623.7703857421875,541.02099609375,677.3424072265625,710.01123046875 , 0.6403183937072754)"
110271.jpg,"(593.7778930664062,579.548095703125,653.3684692382812,760.891845703125 , 0.7773076891899109) | (522.2596435546875,588.3382568359375,582.8983154296875,752.7462158203125 , 0.7182040810585022)"
110280.jpg,"(179.71609497070312,816.778076171875,255.07012939453125,992.779296875 , 0.2840258777141571)"
110283.jpg,"(131.3909912109375,733.404052734375,189.42486572265625,914.26904296875 , 0.7883524894714355)"
110317.jpg,"(644.93896484375,671.303466796875,703.40966796875,822.7593994140625 , 0.5264725685119629)"
110323.jpg,"(121.80073547363281,781.636474609375,175.9855194091797,952.180908203125 , 0.27574220299720764)"
110327.jpg,"(706.7017822265625,508.02081298828125,765.698974609375,693.5242309570312 , 0.6636678576469421) | (907.7123413085938,669.4489135742188,961.2600708007812,812.6521606445312 , 0.5484954118728638)"
110370.jpg,"(644.483642578125,533.533203125,707.2958984375,705.4923095703125 , 0.7032448649406433) | (596.53369140625,525.8895263671875,649.1259765625,707.3216552734375 , 0.6272697448730469)"
110394.jpg,"(125.78849792480469,768.12353515625,180.8040008544922,955.80224609375 , 0.8008130788803101) | (648.03662109375,891.28564453125,754.68896484375,1023.1107177734375 , 0.2955220639705658)"
110413.jpg,"(402.4174499511719,695.74072265625,478.9638977050781,880.7730712890625 , 0.8040589094161987) | (113.49755859375,838.1480712890625,202.284423828125,1009.27294921875 , 0.6552730798721313)"
110422.jpg,"(736.418212890625,897.9405517578125,798.7318115234375,1023.5616455078125 , 0.8066999912261963) | (547.2728881835938,599.6192626953125,623.3355102539062,793.6197509765625 , 0.5446816086769104)"
110449.jpg,"(112.75530242919922,765.8583984375,173.00848388671875,956.516845703125 , 0.6454312205314636) | (363.9125671386719,814.908203125,401.0140686035156,916.869140625 , 0.2835621237754822)"
110466.jpg,"(568.9527587890625,551.1279296875,650.0050048828125,751.4693603515625 , 0.8080260157585144) | (171.71287536621094,813.3311767578125,249.7133331298828,1020.8223876953125 , 0.7358695268630981) | (141.3973388671875,734.6538696289062,186.87646484375,911.9682006835938 , 0.7104363441467285) | (573.2401123046875,817.6614990234375,651.988037109375,898.9605712890625 , 0.3687005341053009)"
110484.jpg,"(101.16644287109375,891.6771850585938,188.38998413085938,1023.4420776367188 , 0.5540438890457153)"
120003.jpg,"(988.3460693359375,560.6104125976562,1057.2972412109375,726.2942504882812 , 0.6971986889839172) | (645.0599365234375,726.9703369140625,701.6842041015625,887.3804931640625 , 0.4354158341884613)"
120017.jpg,"(640.308349609375,780.9151000976562,714.216796875,946.3029174804688 , 0.4014522135257721) | (812.2411499023438,693.78271484375,885.2117309570312,862.332763671875 , 0.3609752953052521)"
120031.jpg,"(658.3680419921875,727.932373046875,720.9871826171875,896.40625 , 0.7973989844322205)"
120084.jpg,"(806.0933227539062,779.907958984375,831.0781860351562,817.96875 , 0.32701945304870605)"
120088.jpg,"(784.2013549804688,655.924560546875,852.1843872070312,838.20458984375 , 0.8577135801315308) | (721.6729736328125,647.2412109375,778.683837890625,831.406494140625 , 0.8449169993400574) | (1224.08837890625,487.1321105957031,1279.47900390625,656.368408203125 , 0.5084860324859619) | (1174.28564453125,572.5548095703125,1239.25537109375,738.604736328125 , 0.4582284092903137) | (1177.4310302734375,488.903076171875,1231.5352783203125,602.1510009765625 , 0.4560423493385315)"
120101.jpg,"(908.4828491210938,607.6334228515625,981.2254028320312,785.59912109375 , 0.8007059097290039) | (1199.402587890625,457.1197814941406,1246.775146484375,609.1988525390625 , 0.6335223913192749)"
120103.jpg,"(829.3171997070312,685.6663818359375,893.9981079101562,878.1915283203125 , 0.583956778049469) | (763.4420776367188,675.970703125,820.0693969726562,869.423828125 , 0.3180147111415863) | (828.8824462890625,686.88818359375,873.817626953125,877.796142578125 , 0.26704636216163635) | (1236.92236328125,449.6966857910156,1279.46337890625,600.9261474609375 , 0.2669728994369507)"
120118.jpg,"(753.34033203125,695.2049560546875,805.7138671875,874.2568359375 , 0.7719648480415344) | (692.488525390625,688.1717529296875,759.944091796875,854.9151611328125 , 0.753607988357544) | (1070.47265625,631.412841796875,1117.9111328125,759.1717529296875 , 0.6618360280990601) | (1038.010986328125,625.665771484375,1083.380615234375,767.98876953125 , 0.5042811632156372)"
120146.jpg,"(1018.7396240234375,585.310791015625,1097.8399658203125,769.7265625 , 0.4578862488269806) | (1087.255859375,598.975341796875,1129.47900390625,746.542236328125 , 0.391828328371048) | (1162.778076171875,481.5400390625,1218.322509765625,639.4833984375 , 0.33846962451934814) | (685.5443725585938,719.3450317382812,744.4923706054688,870.1279907226562 , 0.255353718996048)"
120158.jpg,"(1089.21923828125,547.9534912109375,1154.578857421875,714.8258056640625 , 0.7969278693199158) | (1057.95458984375,528.7392578125,1102.53564453125,657.0811767578125 , 0.38933566212654114)"
120164.jpg,"(1123.6446533203125,911.3885498046875,1202.5020751953125,1023.7823486328125 , 0.6836883425712585)"
120172.jpg,"(708.8298950195312,737.069091796875,778.0825805664062,904.253662109375 , 0.7146576046943665)"
120180.jpg,"(1186.041015625,589.8203125,1244.303466796875,754.455322265625 , 0.7639592289924622) | (1138.3480224609375,591.9432373046875,1192.7225341796875,746.2344970703125 , 0.5447181463241577)"
120193.jpg,"(626.8515625,673.3153076171875,696.2705078125,861.4058837890625 , 0.7693908214569092)"
120206.jpg,"(691.364990234375,721.1184692382812,746.158447265625,898.4537963867188 , 0.6745624542236328) | (1007.9570922851562,633.27880859375,1082.32275390625,781.1549072265625 , 0.44160887598991394) | (736.8826293945312,708.708984375,795.8738403320312,896.982421875 , 0.34985652565956116)"
120214.jpg,"(1044.337890625,584.8429565429688,1133.990234375,736.8530883789062 , 0.8628020882606506)"
120221.jpg,"(1036.184326171875,521.8619384765625,1102.262451171875,716.8648681640625 , 0.7860877513885498) | (1126.25341796875,562.99365234375,1178.02294921875,741.480224609375 , 0.6638612747192383)"
120225.jpg,"(471.38116455078125,743.3912963867188,535.5902709960938,810.6420288085938 , 0.3163283169269562)"
120286.jpg,"(1165.01953125,504.9334411621094,1217.7373046875,602.8853759765625 , 0.3561539053916931)"
120293.jpg,"(1034.066162109375,615.5118408203125,1096.546630859375,769.31884765625 , 0.6816548109054565)"
120323.jpg,"(1089.67578125,875.7305908203125,1176.675048828125,1022.5980224609375 , 0.5251575112342834) | (1000.274169921875,690.015380859375,1049.96533203125,789.701416015625 , 0.3039340078830719) | (1159.427734375,499.22113037109375,1201.205078125,595.1323852539062 , 0.29479971528053284) | (1128.118896484375,565.5791625976562,1186.764404296875,724.5751342773438 , 0.2506634593009949)"
120341.jpg,"(1147.804443359375,495.0848693847656,1220.43896484375,654.2108154296875 , 0.6244535446166992)"
120355.jpg,"(1180.07958984375,532.86474609375,1242.77587890625,711.473388671875 , 0.3486386239528656) | (1108.06640625,548.5966796875,1167.41015625,693.4423828125 , 0.2846711575984955)"
120357.jpg,"(883.5927734375,619.1629638671875,939.400390625,792.0889892578125 , 0.816358745098114)"
120359.jpg,"(1147.759765625,523.7401123046875,1235.82763671875,699.8389892578125 , 0.7005528211593628) | (1130.6756591796875,516.9679565429688,1184.8446044921875,683.0466918945312 , 0.6676903367042542)"
120391.jpg,"(1115.3232421875,873.9219970703125,1196.037109375,1023.3878173828125 , 0.6943561434745789) | (791.34033203125,767.9334716796875,855.41015625,885.380126953125 , 0.4188282787799835)"
120397.jpg,"(854.5632934570312,672.7191772460938,903.4473266601562,845.4773559570312 , 0.6794783473014832) | (798.8970947265625,676.8641357421875,850.9962158203125,813.6075439453125 , 0.6500858664512634)"
120411.jpg,"(629.2818603515625,743.1100463867188,695.9542236328125,872.5553588867188 , 0.4391520619392395)"
120454.jpg,"(818.91943359375,641.451171875,873.9244384765625,812.53759765625 , 0.7253448963165283) | (868.519775390625,646.47705078125,924.7451171875,822.14111328125 , 0.6550660133361816)"
120456.jpg,"(743.488525390625,671.132568359375,823.935302734375,846.46630859375 , 0.7289363145828247)"
130001.jpg,"(861.8378295898438,454.8872985839844,945.9749145507812,657.9896240234375 , 0.8514522314071655) | (752.0858154296875,446.994384765625,830.3804931640625,653.882568359375 , 0.7601987719535828) | (817.3521728515625,382.66790771484375,896.66357421875,564.1377563476562 , 0.7263309359550476)"
130004.jpg,"(838.806640625,399.94976806640625,904.383544921875,586.1038208007812 , 0.7817167043685913) | (682.8305053710938,539.1796875,749.6666870117188,739.933837890625 , 0.5381950736045837) | (594.6507568359375,499.3057861328125,641.8751220703125,695.6981201171875 , 0.46864113211631775)"
